student_id,entry_date,diary_text,ground_truth_label
301,2025-09-02,"Estou sobrecarregado. Cada professor age como se a matéria dele fosse a única. Não sei por onde começar a estudar. A sensação é de afogamento.",risco_ansiedade
302,2025-09-03,"Mais um dia em que fingi que estava tudo bem. Sorri, conversei, mas por dentro eu só sentia um vazio oco. É exaustivo manter essa máscara.",risco_depressao
303,2025-09-04,"Tudo me irrita ultimamente. A lentidão da internet, o barulho dos vizinhos, até a voz de alguns professores. Sinto uma raiva constante, mas guardo pra mim. O resultado é uma dor de cabeça que não passa.",risco_burnout
304,2025-09-05,"Acho que estou doente. Meu coração dispara do nada, sinto falta de ar e uma tontura estranha. Fui pesquisar e os sintomas batem com ataque de pânico. Isso me deixou com mais medo ainda.",risco_ansiedade
305,2025-09-06,"Eu só queria voltar no tempo. Lembro de quando eu gostava de vir pra faculdade. Agora cada dia é um fardo. Perdi o interesse em tudo que eu amava. A música não tem mais cor, a comida não tem mais gosto.",risco_depressao
301,2025-09-08,"Fiz uma lista de tarefas e consegui cumprir metade. Me sinto um pouco menos sobrecarregado, mas a ansiedade sobre o resto da lista ainda está aqui.",risco_ansiedade
302,2025-09-09,"Hoje chorei no banheiro da faculdade. Um comentário bobo de um colega foi o gatilho. Me senti tão humilhado e pequeno. Por que eu sou tão sensível? A culpa é minha.",risco_depressao
303,2025-09-10,"Estou tratando os outros com uma rispidez que não é minha. Descontei na minha mãe no telefone. Depois me senti culpado, mas o pavio está curto. Não tenho paciência pra mais nada.",risco_burnout
306,2025-09-11,"Finalmente entendi a matéria de estatística! Um colega me explicou de outro jeito e a ficha caiu. Que sensação boa de clareza.",saudavel
307,2025-09-12,"Sexta-feira, dia de relaxar. Fui no bar com a turma, jogamos conversa fora. Preciso fazer isso mais vezes, lava a alma.",saudavel
301,2025-09-14,"Tenho que entregar um artigo semana que vem e nem comecei. Fico paralisado pensando em tudo que preciso fazer, e acabo não fazendo nada. É um ciclo vicioso de procrastinação e pânico.",risco_ansiedade
302,2025-09-15,"Meu sono está todo desregulado. Ou eu durmo 12 horas e acordo cansado, ou passo a noite em claro. Meu corpo parece pesar uma tonelada.",risco_depressao
303,2025-09-16,"Vi um post sobre a síndrome do impostor e me identifiquei 100%. Sinto que sou uma fraude, que a qualquer momento vão descobrir que não sou inteligente o suficiente pra estar aqui. É um sentimento cínico e cansativo.",risco_burnout
304,2025-09-17,"Evitei pegar o ônibus hoje e vim a pé pra faculdade. O medo de ter outra crise na frente de todo mundo é apavorante. Estou limitando minha vida por causa desse medo.",risco_ansiedade
305,2025-09-18,"Aquele sentimento de inutilidade de novo. Olho meus colegas, todos tão inteligentes e engajados. Eu me sinto um zero à esquerda, um erro no sistema.",risco_depressao
308,2025-09-19,"Maratonei uma série o dia inteiro. Zero produtividade, mas era o que eu precisava. Um dia pra não pensar em nada.",saudavel
301,2025-09-20,"Sinto uma angústia no peito que não passa. Uma preocupação sem nome. É como esperar por uma notícia ruim que nunca chega. Desgastante.",risco_ansiedade
302,2025-09-22,"Tudo me lembra dos meus fracassos. Uma nota ruim, um comentário, um olhar. Minha mente é um arquivo de todas as vezes que eu errei.",risco_depressao
303,2025-09-23,"O professor passou um trabalho em grupo. Ótimo, mais um motivo pra me estressar. Já sei que vou acabar fazendo tudo sozinho porque não confio na competência de ninguém.",risco_burnout
305,2025-09-24,"Eu queria ter a energia pra me cuidar, pra fazer exercício. Mas não tenho. A tristeza suga toda a minha força. É uma batalha perdida antes de começar.",risco_depressao
304,2025-09-25,"Tive que apresentar um seminário. Minha voz tremia, eu suava frio. Li os slides correndo só pra acabar logo. Que vergonha.",risco_ansiedade
306,2025-09-26,"Participei de um evento voluntário na faculdade. Ajudar os outros me fez sentir útil e conectado. Foi um dia muito gratificante.",saudavel
307,2025-09-27,"Passei o dia no parque, lendo um livro que não era da faculdade. Foi tão bom. Lembrei que existe vida fora dos estudos.",saudavel
301,2025-09-29,"A preocupação com dinheiro está me consumindo. As contas não fecham e eu não sei o que fazer. Essa incerteza sobre o futuro é aterrorizante.",risco_ansiedade
302,2025-09-30,"Eu me sinto tão desconectado de tudo. As pessoas riem, conversam, e eu me sinto atrás de um vidro, apenas observando. Não faço mais parte do mundo.",risco_depressao
303,2025-10-01,"Mais uma noite mal dormida. Acordo mais cansado do que quando fui deitar. O burnout está me consumindo fisicamente.",risco_burnout
305,2025-10-02,"Aquele vazio de novo. Tento preencher com comida, com série, mas nada adianta. É um buraco na alma que nada tampa.",risco_depressao
304,2025-10-03,"Fico repassando na minha cabeça tudo que eu tenho que fazer. A lista mental é infinita e parece que nunca vou dar conta. É uma pressão que eu mesmo coloco em mim.",risco_ansiedade
308,2025-10-04,"Reencontrei um amigo do colégio. Foi ótimo colocar o papo em dia e lembrar de outras fases da vida.",saudavel
301,2025-10-06,"Não consigo relaxar. Mesmo no final de semana, minha mente está a milhão, pensando nas obrigações da semana seguinte. Eu esqueci como se desliga.",risco_ansiedade
302,2025-10-07,"Me olho no espelho e não me reconheço. Um olhar cansado, triste. Perdi o brilho que eu tinha. É deprimente.",risco_depressao
303,2025-10-08,"Tive que ajudar um calouro hoje. Ele estava tão animado com o curso. Foi como olhar para uma versão antiga de mim mesmo. Agora, só sinto indiferença e um cansaço profundo.",risco_burnout
304,2025-10-09,"Sinto que estou sempre em modo de alerta, esperando o próximo problema aparecer. Qualquer email da faculdade já me dá um frio na barriga.",risco_ansiedade
305,2025-10-10,"É horrível sentir que você é um fardo para as pessoas que ama. Eu me isolo para não incomodar, mas o isolamento só piora a tristeza. É uma armadilha.",risco_depressao
307,2025-10-11,"Fiz uma faxina geral no meu quarto, coloquei música alta. Organizar a bagunça de fora ajudou a organizar um pouco a de dentro.",saudavel
306,2025-10-12,"Experimentei uma receita nova hoje. Cozinhar me acalma. E ficou bom! Pequenas vitórias que fazem a diferença.",saudavel
301,2025-10-13,"A ansiedade é tão física. Dor de estômago, tensão nos ombros, dor de cabeça. Meu corpo está gritando por socorro.",risco_ansiedade
302,2025-10-14,"Eu só queria que alguém entendesse sem que eu precisasse explicar. Mas como explicar um sentimento que nem eu entendo direito? É mais fácil ficar quieto.",risco_depressao
303,2025-10-15,"Outro prazo apertado, outra noite virada. Já aceitei que a exaustão é meu estado normal. Não lembro mais como é se sentir descansado.",risco_burnout
304,2025-10-16,"Tenho medo do futuro. Medo de não conseguir um emprego, de não ser bom o suficiente. Esses pensamentos me assombram, principalmente à noite.",risco_ansiedade
305,2025-10-17,"Hoje senti uma pontada de raiva no meio da tristeza. Raiva de mim mesmo, por ser assim. É mais um sentimento ruim para a coleção.",risco_misto
308,2025-10-18,"Comecei um hobby novo, aulas de violão. É difícil, mas é um desafio bom. Gosto de ter algo pra focar que não seja a faculdade.",saudavel
301,2025-10-20,"A apresentação em público foi hoje. Mesmo preparado, meu coração parecia que ia sair pela boca. A adrenalina é tanta que depois fico totalmente esgotado.",risco_ansiedade
302,2025-10-21,"Me peguei pensando que talvez fosse melhor não existir. O pensamento me assustou, mas a sensação de que daria um fim a todo esse sofrimento foi estranhamente reconfortante. Preciso falar com alguém sobre isso.",risco_depressao
303,2025-10-22,"O cinismo tomou conta. Não acredito mais em 'fazer a diferença'. A faculdade parece só um sistema pra moer a gente e nos cuspir no mercado de trabalho. Perdi a idealização.",risco_burnout
304,2025-10-23,"Evitei uma festa da turma porque a ideia de estar no meio de muita gente, com música alta, me deixou apavorado. A ansiedade social está cada vez pior.",risco_ansiedade
305,2025-10-24,"Às vezes a depressão é um tédio doloroso. Um dia cinza, sem emoção, onde nada te toca. Nem a tristeza, nem a alegria. Só um nada.",risco_depressao
306,2025-10-25,"Liguei para os meus pais hoje só pra conversar. Foi bom ouvir a voz deles. Me senti um pouco menos sozinho no mundo.",saudavel
307,2025-10-26,"Fui correr no parque. O esforço físico limpou minha mente. Voltei cansado, mas de um jeito bom.",saudavel
301,2025-10-27,"Minha mente cria mil cenários catastróficos para cada pequena decisão. Escolher o que almoçar vira uma fonte de estresse. É ridículo e exaustivo.",risco_ansiedade
302,2025-10-28,"Aquela sensação de peso nos ombros de novo. Como se eu carregasse o mundo. Mas o mundo é só a minha própria mente.",risco_depressao
303,2025-10-29,"Entreguei um trabalho que eu sei que está medíocre, mas eu simplesmente não tive energia para fazer melhor. E o pior é que eu nem me importo mais.",risco_burnout
304,2025-10-30,"Não consigo dormir. A cabeça não para de repassar os erros do dia e as preocupações de amanhã. Mais uma noite em claro.",risco_ansiedade
305,2025-10-31,"Eu me sinto culpado por me sentir mal, e ansioso porque não melhoro. É uma bola de neve de sentimentos ruins que só cresce.",risco_misto
401,2025-09-05,"A faculdade está me deixando exausto, mas o pior é a ansiedade. Sinto que nunca vou ser bom o suficiente e essa preocupação me consome dia e noite.",risco_misto
402,2025-09-10,"Sinto uma tristeza tão funda que não consigo nem chorar. É só um peso, um cansaço de existir. E ao mesmo tempo, minha cabeça não para de se preocupar com o futuro.",risco_misto
403,2025-09-15,"A pressão para entregar o TCC está me deixando em pânico. Não consigo dormir, e quando durmo tenho pesadelos. A falta de energia durante o dia só me deixa mais deprimido.",risco_misto
404,2025-09-20,"Eu deveria estar feliz por ter passado na matéria, mas não sinto nada. Só um alívio momentâneo antes da próxima onda de preocupação começar. É um vazio ansioso.",risco_misto
405,2025-09-25,"Não tenho vontade de ver meus amigos, mas fico ansioso pensando que eles vão me esquecer. Então fico em casa, me sentindo sozinho e culpado. É um beco sem saída.",risco_misto
401,2025-09-30,"Hoje a crise de ansiedade foi tão forte que achei que estava tendo um infarto. Depois que passou, só sobrou a exaustão e uma tristeza profunda por ser assim.",risco_misto
402,2025-10-05,"Tento me animar, mas qualquer pequeno problema já me joga pra baixo de novo. E a preocupação de que eu nunca vou melhorar é constante.",risco_misto
403,2025-10-10,"Estou tão esgotado que não consigo nem pensar direito. Minha mente está um nevoeiro, e mesmo assim os pensamentos ansiosos sobre os prazos conseguem me encontrar.",risco_misto
404,2025-10-15,"O professor me deu um feedback positivo, mas minha primeira reação foi pensar 'ele só está sendo gentil, meu trabalho está horrível'. Não consigo aceitar nada de bom, só me preparo para o pior.",risco_misto
405,2025-10-20,"Sinto um medo paralisante do futuro e uma tristeza enorme pelo presente que estou vivendo. Não vejo luz no fim do túnel, só mais preocupação.",risco_misto
501,2025-09-07,"Comecei a fazer terapia. Falar sobre o que sinto sem ser julgado foi... libertador. Ainda me sinto triste, mas agora com um pingo de esperança.",risco_depressao
502,2025-09-12,"A ansiedade ainda está aqui, mas a terapia está me ensinando a reconhecer os gatilhos. Hoje tive uma pequena crise, mas consegui usar uma técnica de respiração e ela passou mais rápido.",risco_ansiedade
503,2025-09-17,"Estou tão cansado da faculdade. O burnout é real. Mas conversei com meu orientador e ele me deu umas dicas para organizar o TCC. Me senti um pouco menos sobrecarregado.",risco_burnout
501,2025-09-22,"Tive uma recaída hoje. A tristeza veio com tudo e foi difícil sair da cama. Mas eu não me entreguei. Forcei um banho e uma caminhada. Foi uma vitória, mesmo que pequena.",risco_depressao
502,2025-09-27,"Consegui fazer uma apresentação sem sentir que ia desmaiar. Fiquei nervoso, claro, mas foi um nervoso 'normal'. Estou aprendendo a controlar a ansiedade, e não o contrário.",risco_ansiedade
503,2025-10-02,"Decidi tirar o final de semana de folga. Sem TCC, sem leituras. No começo me senti culpado, mas depois o relaxamento veio. Percebi que o descanso também é produtivo.",risco_burnout
501,2025-10-07,"Hoje eu me senti bem. Não 'eufórico', mas... estável. Aquele peso constante no peito não estava lá. Acho que estou melhorando.",saudavel
502,2025-10-12,"Fui a uma festa e consegui conversar com pessoas novas sem ficar repassando o que eu ia dizer na cabeça. Foi... natural. Estou orgulhoso de mim.",saudavel
503,2025-10-17,"Reorganizei todo o meu plano de trabalho para o TCC de uma forma mais realista. A sensação de ter o controle de volta é incrível. A exaustão está dando lugar à motivação de novo.",saudavel
501,2025-10-22,"Claro que ainda tenho dias ruins. Mas agora eles não me definem. Sei que são nuvens passageiras. A terapia me deu ferramentas para lidar com a tempestade.",saudavel
601,2025-09-10,"A semana foi corrida, mas gratificante. Consegui entregar tudo no prazo e ainda tive tempo de ir ao cinema.",saudavel
602,2025-09-15,"Me sinto um pouco sobrecarregado com os trabalhos, mas nada que uma boa noite de sono não resolva. Amanhã é outro dia.",saudavel
603,2025-09-20,"Um pouco ansioso com a prova da semana que vem, mas é o nervosismo normal de estudante. Vou organizar um grupo de estudos.",saudavel
604,2025-09-25,"Dia cansativo, muitas aulas. Mas agora vou ver minha série favorita e esquecer da vida. Equilíbrio é tudo.",saudavel
605,2025-09-30,"Senti uma pontada de tristeza hoje lembrando de casa, mas liguei pra minha família e me senti melhor. A saudade faz parte.",saudavel
601,2025-10-05,"A prova foi difícil, mas acho que fui bem. A sensação de dever cumprido é ótima.",saudavel
602,2025-10-10,"Estou um pouco desanimado porque meu artigo foi recusado. Faz parte da vida acadêmica. Vou revisar e tentar de novo.",saudavel
603,2025-10-15,"Final de semestre é sempre uma loucura, mas estou conseguindo administrar bem meu tempo. A organização faz toda a diferença.",saudavel
604,2025-10-20,"Hoje foi um dia tranquilo. Aulas normais, almocei com amigos. Gosto desses dias sem grandes emoções.",saudavel
605,2025-10-25,"Estou feliz com meu progresso no curso. Sinto que estou aprendendo muito e evoluindo. Vale a pena o esforço.",saudavel
701,2025-09-08,"Estou exausto, mas é uma exaustão física. Treinei pesado na academia hoje. A mente está limpa.",saudavel
702,2025-09-13,"Um pouco estressado com um trabalho em grupo. Lidar com pessoas diferentes é sempre um desafio, mas vamos nos acertar.",saudavel
703,2025-09-18,"A matéria nova é um desafio, mas estou gostando de aprender algo novo. Me tira da zona de conforto.",saudavel
704,2025-09-23,"Me senti um pouco para baixo hoje sem motivo aparente. Acontece. Amanhã provavelmente estarei melhor.",saudavel
705,2025-09-28,"Ansioso para o final de semana. Planejei uma pequena viagem com amigos para espairecer.",saudavel
701,2025-10-03,"A viagem foi ótima! Voltei renovado e pronto para encarar as últimas semanas do semestre.",saudavel
702,2025-10-08,"O trabalho em grupo deu certo no final. Conseguimos uma boa nota. O estresse valeu a pena.",saudavel
703,2025-10-13,"Estou achando o final do semestre cansativo, mas é normal. Falta pouco agora.",saudavel
704,2025-10-18,"Tive um dia meio melancólico, mas faz parte. Nem todo dia é um dia feliz. E tudo bem.",saudavel
705,2025-10-23,"Estou orgulhoso de mim por ter chegado até aqui. O curso é difícil, mas eu sou mais forte.",saudavel
801,2025-10-23,"A semana de provas está chegando e eu já sinto o nó na garganta. Fico repassando a matéria na cabeça sem parar, mesmo quando tento relaxar. E se eu esquecer tudo na hora?",risco_ansiedade
802,2025-10-23,"Eu olho para as minhas notas e sinto uma vergonha profunda. Eu deveria ter estudado mais, deveria ser melhor. A culpa por não ser o aluno que meus pais esperam é um peso constante.",risco_depressao
803,2025-10-23,"Sinceramente, não sei mais por que estou fazendo este curso. Todo o brilho inicial se apagou. Agora é só uma sucessão de tarefas mecânicas que eu faço por obrigação. Zero paixão, zero interesse.",risco_burnout
804,2025-10-23,"Acordei no meio da noite com o coração disparado, achando que estava atrasado para uma prova. Demorou pra eu perceber que era só um sonho. Essa sensação de alerta não me abandona.",risco_ansiedade
805,2025-10-23,"Me sinto um fantasma na minha própria vida. Eu vejo meus amigos se formando, conseguindo empregos, e eu estou aqui, parado no mesmo lugar. A vida deles anda e a minha não.",risco_depressao
806,2025-10-23,"A exaustão hoje é tão grande que até pensar dói. Ler um parágrafo do texto da aula parece uma tarefa monumental. Minha mente simplesmente se recusa a cooperar.",risco_burnout
807,2025-10-23,"Sinto uma tristeza sem fim e ao mesmo tempo um medo paralisante do futuro. É como estar preso em um quarto escuro, com medo do que tem lá fora, mas odiando ficar aqui dentro.",risco_misto
808,2025-10-23,"Consegui entregar um trabalho que estava me assombrando. O alívio é imenso. Agora vou me dar o direito de não fazer absolutamente nada pelo resto do dia.",saudavel
809,2025-10-23,"Tive uma crise de choro hoje do nada. A tristeza veio com uma força avassaladora. Depois, só sobrou o cansaço e a sensação de estar completamente quebrado por dentro.",risco_depressao
810,2025-10-23,"Meu orientador do TCC não responde meus e-mails. Minha cabeça já cria mil teorias: ele odiou meu rascunho, vai me reprovar, acha que sou um péssimo aluno. A espera é uma tortura.",risco_ansiedade
811,2025-10-24,"Eu costumava amar fotografia. Hoje, pego a câmera e não sinto nada. A criatividade sumiu. É como se a parte de mim que sentia prazer nas coisas tivesse sido desligada.",risco_depressao
812,2025-10-24,"Hoje um calouro me pediu ajuda, cheio de sonhos e expectativas. Eu só consegui pensar 'coitado, ele não sabe onde se meteu'. Esse cinismo está me assustando.",risco_burnout
813,2025-10-24,"A simples ideia de ter que ir na festa da turma amanhã me dá calafrios. E se ninguém conversar comigo? E se eu falar algo estúpido? Talvez seja melhor inventar uma desculpa e ficar em casa.",risco_ansiedade
