id_texto,texto
1033,"Comi uma coisa nova no ru, estava razoável. sinto que sou um fardo para minha família e amigos. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. fui mal na prova e isso só piora meu humor. não consigo parar de pensar no prazo final. sinto que o tempo está correndo e eu estou ficando para trás. não vejo sentido em continuar tentando."
1034,"Consegui ter um bom tempo de descanso hoje. estou desorientado e não consigo manter o foco em nada. minhas notas vieram boas, o esforço valeu a pena!. o trânsito estava horrível, cheguei atrasado na primeira aula. consegui me organizar bem para a prova."
1035,"É um esforço enorme levantar da cama. estou desorientado e não consigo manter o foco em nada. a faculdade virou uma tortura, o trabalho nunca acaba. meu estômago está revirado só de pensar na próxima apresentação. comi uma coisa nova no ru, estava razoável. não sinto mais prazer nas coisas que gostava. tenho tido ataques de pânico leves no meio da noite. sinto que o tempo está correndo e eu estou ficando para trás. minhas notas refletem meu desinteresse."
1036,"Lavei as roupas hoje, a pilha estava gigante. tenho acumulado muitas faltas, a recuperação será difícil. não sinto mais prazer nas coisas que gostava."
1037,"Consegui avançar muito no projeto de pesquisa. não consigo parar de pensar no prazo final. não vejo sentido em continuar tentando. sinto que o tempo está correndo e eu estou ficando para trás. tudo parece cinzento e sem cor. lavei as roupas hoje, a pilha estava gigante. tenho tido ataques de pânico leves no meio da noite."
1038,"Choveu o dia todo, não consegui sair para a rua. sinto que o tempo está correndo e eu estou ficando para trás. tirei uma nota alta na prova difícil, estou aliviado. meu estômago está revirado só de pensar na próxima apresentação. tenho tido ataques de pânico leves no meio da noite."
1039,"Tirei uma nota alta na prova difícil, estou aliviado. o esforço valeu a pena, senti-me competente. consegui me organizar bem para a prova. comi uma coisa nova no ru, estava razoável."
1040,"Consegui me organizar bem para a prova. consegui ter um bom tempo de descanso hoje. choveu o dia todo, não consegui sair para a rua. estou animado com o novo tópico da matéria. tenho tido ataques de pânico leves no meio da noite."
1041,"Consegui avançar muito no projeto de pesquisa. choveu o dia todo, não consegui sair para a rua. sinto que sou um fardo para minha família e amigos. não vejo sentido em continuar tentando."
1042,"Me senti produtivo e o trabalho fluiu bem. tirei uma nota alta na prova difícil, estou aliviado. as coisas parecem sob controle. comi uma coisa nova no ru, estava razoável."
1043,"As preocupações de ontem diminuíram hoje. me senti produtivo e o trabalho fluiu bem. consegui avançar muito no projeto de pesquisa. estou sempre preocupado com o que pode dar errado. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. o trânsito estava horrível, cheguei atrasado na primeira aula."
1044,"Tudo parece cinzento e sem cor. estou desorientado e não consigo manter o foco em nada. tenho tido ataques de pânico leves no meio da noite. estou exausto. o corpo dói e a mente está lenta. meu estômago está revirado só de pensar na próxima apresentação. fui mal na prova e isso só piora meu humor. não sinto mais prazer nas coisas que gostava. o trânsito estava horrível, cheguei atrasado na primeira aula."
1045,"Sinto que o tempo está correndo e eu estou ficando para trás. tenho tido ataques de pânico leves no meio da noite. lavei as roupas hoje, a pilha estava gigante. minhas notas refletem meu desinteresse."
1046,"Consegui ter um bom tempo de descanso hoje. lavei as roupas hoje, a pilha estava gigante. o tcc está travado, não consigo escrever uma linha coerente. consegui me organizar bem para a prova."
1047,"Não vejo sentido em continuar tentando. não consigo parar de pensar no prazo final. comi uma coisa nova no ru, estava razoável. a solidão bateu forte hoje, mesmo estando rodeado de gente. estou com medo de ser reprovado em duas matérias."
1048,"Comi uma coisa nova no ru, estava razoável. estou com medo de ser reprovado em duas matérias."
1049,"Choveu o dia todo, não consegui sair para a rua. tirei uma nota alta na prova difícil, estou aliviado. o esforço valeu a pena, senti-me competente. consegui me organizar bem para a prova."
1050,"Durmo mal e acordo com a sensação de não ter descansado. estou animado com o novo tópico da matéria. lavei as roupas hoje, a pilha estava gigante. o esforço valeu a pena, senti-me competente. a faculdade virou uma tortura, o trabalho nunca acaba. não estou sentindo aquela pressão de antes."
1051,"Consegui ter um bom tempo de descanso hoje. consegui avançar muito no projeto de pesquisa. lavei as roupas hoje, a pilha estava gigante. não estou sentindo aquela pressão de antes."
1052,"O trânsito estava horrível, cheguei atrasado na primeira aula. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. é um esforço enorme levantar da cama. tenho tido ataques de pânico leves no meio da noite. não vejo sentido em continuar tentando. estou com medo de ser reprovado em duas matérias."
1053,"Sinto que sou um fardo para minha família e amigos. comi uma coisa nova no ru, estava razoável. tenho acumulado muitas faltas, a recuperação será difícil. não vejo sentido em continuar tentando."
1054,"Estou exausto. o corpo dói e a mente está lenta. não sinto mais prazer nas coisas que gostava. minhas notas refletem meu desinteresse. o trânsito estava horrível, cheguei atrasado na primeira aula."
1055,"Consegui avançar muito no projeto de pesquisa. não estou sentindo aquela pressão de antes. choveu o dia todo, não consegui sair para a rua. estou sempre preocupado com o que pode dar errado. organizei minha rotina e a exaustão diminuiu. minha cabeça não desliga, repasso tudo mil vezes antes de dormir."
1056,"Meu estômago está revirado só de pensar na próxima apresentação. comi uma coisa nova no ru, estava razoável. consegui ter um bom tempo de descanso hoje. estou animado com o novo tópico da matéria. as preocupações de ontem diminuíram hoje."
1057,"Estou animado com o novo tópico da matéria. não estou sentindo aquela pressão de antes. choveu o dia todo, não consegui sair para a rua. me senti produtivo e o trabalho fluiu bem."
1058,"Tenho acumulado muitas faltas, a recuperação será difícil. não vejo sentido em continuar tentando. choveu o dia todo, não consegui sair para a rua."
1059,"Tirei uma nota alta na prova difícil, estou aliviado. consegui me organizar bem para a prova. o esforço valeu a pena, senti-me competente. choveu o dia todo, não consegui sair para a rua."
1060,"As preocupações de ontem diminuíram hoje. tirei uma nota alta na prova difícil, estou aliviado. me senti produtivo e o trabalho fluiu bem. comi uma coisa nova no ru, estava razoável."
1061,"Consegui avançar muito no projeto de pesquisa. comi uma coisa nova no ru, estava razoável. organizei minha rotina e a exaustão diminuiu. não estou sentindo aquela pressão de antes."
1062,"Minhas notas vieram boas, o esforço valeu a pena!. choveu o dia todo, não consegui sair para a rua. meu estômago está revirado só de pensar na próxima apresentação. é um esforço enorme levantar da cama. não consigo parar de pensar no prazo final. sinto que sou um fardo para minha família e amigos."
1063,"Me senti produtivo e o trabalho fluiu bem. tenho tido ataques de pânico leves no meio da noite. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. não estou sentindo aquela pressão de antes. o trânsito estava horrível, cheguei atrasado na primeira aula. o tcc está travado, não consigo escrever uma linha coerente."
1064,"Consegui avançar muito no projeto de pesquisa. estou sempre preocupado com o que pode dar errado. consegui ter um bom tempo de descanso hoje. tenho tido ataques de pânico leves no meio da noite. as preocupações de ontem diminuíram hoje. choveu o dia todo, não consegui sair para a rua."
1065,"Choveu o dia todo, não consegui sair para a rua. estou exausto. o corpo dói e a mente está lenta. é um esforço enorme levantar da cama. tirei uma nota alta na prova difícil, estou aliviado."
1066,"Choveu o dia todo, não consegui sair para a rua. é um esforço enorme levantar da cama. a solidão bateu forte hoje, mesmo estando rodeado de gente. tenho acumulado muitas faltas, a recuperação será difícil."
1067,"Comi uma coisa nova no ru, estava razoável. não vejo sentido em continuar tentando. o tcc está travado, não consigo escrever uma linha coerente."
1068,"Minhas notas refletem meu desinteresse. comi uma coisa nova no ru, estava razoável. não vejo sentido em continuar tentando."
1069,"Organizei minha rotina e a exaustão diminuiu. o trânsito estava horrível, cheguei atrasado na primeira aula. as preocupações de ontem diminuíram hoje. fui mal na prova e isso só piora meu humor. durmo mal e acordo com a sensação de não ter descansado."
1070,"Tenho acumulado muitas faltas, a recuperação será difícil. sinto um cinismo e irritação com todo mundo da faculdade. sinto que sou um fardo para minha família e amigos. não sinto mais prazer nas coisas que gostava. comi uma coisa nova no ru, estava razoável."
1071,"Meu estômago está revirado só de pensar na próxima apresentação. fui mal na prova e isso só piora meu humor. comi uma coisa nova no ru, estava razoável. tenho tido ataques de pânico leves no meio da noite. durmo mal e acordo com a sensação de não ter descansado."
1072,"Tenho acumulado muitas faltas, a recuperação será difícil. tudo parece cinzento e sem cor. estou sempre preocupado com o que pode dar errado. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. comi uma coisa nova no ru, estava razoável. sinto que sou um fardo para minha família e amigos."
1073,"As coisas parecem sob controle. quero largar tudo e sumir para ter paz mental. sinto um cinismo e irritação com todo mundo da faculdade. estou animado com o novo tópico da matéria. organizei minha rotina e a exaustão diminuiu. o trânsito estava horrível, cheguei atrasado na primeira aula."
1074,"O tcc está travado, não consigo escrever uma linha coerente. choveu o dia todo, não consegui sair para a rua. não sinto mais prazer nas coisas que gostava. sinto que o tempo está correndo e eu estou ficando para trás. é um esforço enorme levantar da cama."
1075,"Estou sempre preocupado com o que pode dar errado. a solidão bateu forte hoje, mesmo estando rodeado de gente. lavei as roupas hoje, a pilha estava gigante. tenho acumulado muitas faltas, a recuperação será difícil."
1076,"Consegui me organizar bem para a prova. minhas notas vieram boas, o esforço valeu a pena!. o trânsito estava horrível, cheguei atrasado na primeira aula. me senti produtivo e o trabalho fluiu bem."
1077,"Estou sempre preocupado com o que pode dar errado. fui mal na prova e isso só piora meu humor. tenho tido ataques de pânico leves no meio da noite. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. lavei as roupas hoje, a pilha estava gigante. sinto um cinismo e irritação com todo mundo da faculdade. tudo parece cinzento e sem cor. estou desorientado e não consigo manter o foco em nada."
1078,"Estou sempre preocupado com o que pode dar errado. lavei as roupas hoje, a pilha estava gigante. tenho tido ataques de pânico leves no meio da noite. tenho acumulado muitas faltas, a recuperação será difícil."
1079,"Consegui me organizar bem para a prova. me senti produtivo e o trabalho fluiu bem. fui mal na prova e isso só piora meu humor. lavei as roupas hoje, a pilha estava gigante."
1080,"Lavei as roupas hoje, a pilha estava gigante. tenho acumulado muitas faltas, a recuperação será difícil."
1081,"As preocupações de ontem diminuíram hoje. consegui avançar muito no projeto de pesquisa. o esforço valeu a pena, senti-me competente. lavei as roupas hoje, a pilha estava gigante."
1082,"A solidão bateu forte hoje, mesmo estando rodeado de gente. minhas notas vieram boas, o esforço valeu a pena!. comi uma coisa nova no ru, estava razoável."
1083,"Comi uma coisa nova no ru, estava razoável. estou animado com o novo tópico da matéria. não vejo sentido em continuar tentando."
1084,"O esforço valeu a pena, senti-me competente. tenho acumulado muitas faltas, a recuperação será difícil. tenho tido ataques de pânico leves no meio da noite. consegui me organizar bem para a prova. estou sempre preocupado com o que pode dar errado. o trânsito estava horrível, cheguei atrasado na primeira aula."
1085,"Não sinto mais prazer nas coisas que gostava. fui mal na prova e isso só piora meu humor. lavei as roupas hoje, a pilha estava gigante. minha cabeça não desliga, repasso tudo mil vezes antes de dormir."
1086,"Sinto que sou um fardo para minha família e amigos. não vejo sentido em continuar tentando. choveu o dia todo, não consegui sair para a rua. durmo mal e acordo com a sensação de não ter descansado. estou animado com o novo tópico da matéria."
1087,"Consegui me organizar bem para a prova. tirei uma nota alta na prova difícil, estou aliviado. me senti produtivo e o trabalho fluiu bem. comi uma coisa nova no ru, estava razoável."
1088,"Meu estômago está revirado só de pensar na próxima apresentação. consegui avançar muito no projeto de pesquisa. comi uma coisa nova no ru, estava razoável. consegui ter um bom tempo de descanso hoje. as preocupações de ontem diminuíram hoje."
1089,"Não sinto mais prazer nas coisas que gostava. tirei uma nota alta na prova difícil, estou aliviado. tudo parece cinzento e sem cor. lavei as roupas hoje, a pilha estava gigante."
1090,"Sinto que sou um fardo para minha família e amigos. choveu o dia todo, não consegui sair para a rua. fui mal na prova e isso só piora meu humor. não vejo sentido em continuar tentando."
1091,"As preocupações de ontem diminuíram hoje. lavei as roupas hoje, a pilha estava gigante. consegui ter um bom tempo de descanso hoje. consegui avançar muito no projeto de pesquisa."
1092,"É um esforço enorme levantar da cama. estou com medo de ser reprovado em duas matérias. tudo parece cinzento e sem cor. lavei as roupas hoje, a pilha estava gigante."
1093,"Sinto que sou um fardo para minha família e amigos. estou desorientado e não consigo manter o foco em nada. tenho acumulado muitas faltas, a recuperação será difícil. lavei as roupas hoje, a pilha estava gigante. tudo parece cinzento e sem cor."
1094,"O tcc está travado, não consigo escrever uma linha coerente. a faculdade virou uma tortura, o trabalho nunca acaba. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. sinto um cinismo e irritação com todo mundo da faculdade. não consigo parar de pensar no prazo final. é um esforço enorme levantar da cama. sinto que o tempo está correndo e eu estou ficando para trás. choveu o dia todo, não consegui sair para a rua."
1095,"Minhas notas refletem meu desinteresse. as coisas parecem sob controle. o trânsito estava horrível, cheguei atrasado na primeira aula. organizei minha rotina e a exaustão diminuiu."
1096,"Minhas notas vieram boas, o esforço valeu a pena!. o esforço valeu a pena, senti-me competente. lavei as roupas hoje, a pilha estava gigante. as coisas parecem sob controle. estou desorientado e não consigo manter o foco em nada."
1097,"É um esforço enorme levantar da cama. tudo parece cinzento e sem cor. fui mal na prova e isso só piora meu humor. lavei as roupas hoje, a pilha estava gigante."
1098,"Sinto que sou um fardo para minha família e amigos. não sinto mais prazer nas coisas que gostava. choveu o dia todo, não consegui sair para a rua. meu estômago está revirado só de pensar na próxima apresentação. tenho acumulado muitas faltas, a recuperação será difícil."
1099,"Choveu o dia todo, não consegui sair para a rua. não sinto mais prazer nas coisas que gostava. não consigo parar de pensar no prazo final. tudo parece cinzento e sem cor. sinto que o tempo está correndo e eu estou ficando para trás. minhas notas refletem meu desinteresse. meu estômago está revirado só de pensar na próxima apresentação."
1100,"Não estou sentindo aquela pressão de antes. tirei uma nota alta na prova difícil, estou aliviado. organizei minha rotina e a exaustão diminuiu. choveu o dia todo, não consegui sair para a rua."
1101,"Tenho acumulado muitas faltas, a recuperação será difícil. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. meu estômago está revirado só de pensar na próxima apresentação. choveu o dia todo, não consegui sair para a rua. tudo parece cinzento e sem cor."
1102,"Tirei uma nota alta na prova difícil, estou aliviado. as preocupações de ontem diminuíram hoje. choveu o dia todo, não consegui sair para a rua. organizei minha rotina e a exaustão diminuiu."
1103,"Tenho tido ataques de pânico leves no meio da noite. o trânsito estava horrível, cheguei atrasado na primeira aula. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. tirei uma nota alta na prova difícil, estou aliviado. estou sempre preocupado com o que pode dar errado."
1104,"Estou desorientado e não consigo manter o foco em nada. quero largar tudo e sumir para ter paz mental. o trânsito estava horrível, cheguei atrasado na primeira aula. a solidão bateu forte hoje, mesmo estando rodeado de gente. estou com medo de ser reprovado em duas matérias."
1105,"Estou com medo de ser reprovado em duas matérias. estou sempre preocupado com o que pode dar errado. comi uma coisa nova no ru, estava razoável. sinto que sou um fardo para minha família e amigos."
1106,"É um esforço enorme levantar da cama. tenho acumulado muitas faltas, a recuperação será difícil. lavei as roupas hoje, a pilha estava gigante."
1107,"Tirei uma nota alta na prova difícil, estou aliviado. não consigo parar de pensar no prazo final. choveu o dia todo, não consegui sair para a rua. consegui ter um bom tempo de descanso hoje. estou sempre preocupado com o que pode dar errado. consegui me organizar bem para a prova. sinto que o tempo está correndo e eu estou ficando para trás."
1108,"O trânsito estava horrível, cheguei atrasado na primeira aula. as coisas parecem sob controle. quero largar tudo e sumir para ter paz mental. consegui ter um bom tempo de descanso hoje. estou animado com o novo tópico da matéria. estou exausto. o corpo dói e a mente está lenta."
1109,"Me senti produtivo e o trabalho fluiu bem. as preocupações de ontem diminuíram hoje. consegui avançar muito no projeto de pesquisa. choveu o dia todo, não consegui sair para a rua. estou desorientado e não consigo manter o foco em nada. sinto um cinismo e irritação com todo mundo da faculdade."
1110,"Tenho acumulado muitas faltas, a recuperação será difícil. choveu o dia todo, não consegui sair para a rua. não sinto mais prazer nas coisas que gostava. sinto que sou um fardo para minha família e amigos. estou desorientado e não consigo manter o foco em nada."
1111,"Sinto que sou um fardo para minha família e amigos. meu estômago está revirado só de pensar na próxima apresentação. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. choveu o dia todo, não consegui sair para a rua. a solidão bateu forte hoje, mesmo estando rodeado de gente. não consigo parar de pensar no prazo final. tirei uma nota alta na prova difícil, estou aliviado."
1112,"Meu estômago está revirado só de pensar na próxima apresentação. tirei uma nota alta na prova difícil, estou aliviado. lavei as roupas hoje, a pilha estava gigante. sinto que sou um fardo para minha família e amigos. a solidão bateu forte hoje, mesmo estando rodeado de gente. não consigo parar de pensar no prazo final."
1113,"Tenho acumulado muitas faltas, a recuperação será difícil. tenho tido ataques de pânico leves no meio da noite. sinto que sou um fardo para minha família e amigos. sinto que o tempo está correndo e eu estou ficando para trás. estou sempre preocupado com o que pode dar errado. o trânsito estava horrível, cheguei atrasado na primeira aula."
1114,"Organizei minha rotina e a exaustão diminuiu. comi uma coisa nova no ru, estava razoável. as coisas parecem sob controle. minhas notas vieram boas, o esforço valeu a pena!."
1115,"Estou exausto. o corpo dói e a mente está lenta. não estou sentindo aquela pressão de antes. lavei as roupas hoje, a pilha estava gigante. me senti produtivo e o trabalho fluiu bem. tirei uma nota alta na prova difícil, estou aliviado."
1116,"Tirei uma nota alta na prova difícil, estou aliviado. o trânsito estava horrível, cheguei atrasado na primeira aula. organizei minha rotina e a exaustão diminuiu. as coisas parecem sob controle."
1117,"As preocupações de ontem diminuíram hoje. minhas notas refletem meu desinteresse. estou sempre preocupado com o que pode dar errado. o trânsito estava horrível, cheguei atrasado na primeira aula. organizei minha rotina e a exaustão diminuiu."
1118,"Sinto que o tempo está correndo e eu estou ficando para trás. comi uma coisa nova no ru, estava razoável. o tcc está travado, não consigo escrever uma linha coerente."
1119,"Tenho acumulado muitas faltas, a recuperação será difícil. sinto que sou um fardo para minha família e amigos. comi uma coisa nova no ru, estava razoável. é um esforço enorme levantar da cama."
1120,"O tcc está travado, não consigo escrever uma linha coerente. lavei as roupas hoje, a pilha estava gigante. as preocupações de ontem diminuíram hoje. consegui ter um bom tempo de descanso hoje."
1121,"As coisas parecem sob controle. meu estômago está revirado só de pensar na próxima apresentação. minhas notas refletem meu desinteresse. comi uma coisa nova no ru, estava razoável. não consigo parar de pensar no prazo final. organizei minha rotina e a exaustão diminuiu. estou sempre preocupado com o que pode dar errado."
1122,"Sinto que sou um fardo para minha família e amigos. tenho tido ataques de pânico leves no meio da noite. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. comi uma coisa nova no ru, estava razoável. estou com medo de ser reprovado em duas matérias. não sinto mais prazer nas coisas que gostava."
1123,"Não estou sentindo aquela pressão de antes. tirei uma nota alta na prova difícil, estou aliviado. organizei minha rotina e a exaustão diminuiu. o trânsito estava horrível, cheguei atrasado na primeira aula."
1124,"Lavei as roupas hoje, a pilha estava gigante. organizei minha rotina e a exaustão diminuiu. tirei uma nota alta na prova difícil, estou aliviado. consegui me organizar bem para a prova."
1125,"Comi uma coisa nova no ru, estava razoável. o tcc está travado, não consigo escrever uma linha coerente. não consigo parar de pensar no prazo final. consegui me organizar bem para a prova. o esforço valeu a pena, senti-me competente. meu estômago está revirado só de pensar na próxima apresentação."
1126,"Minhas notas refletem meu desinteresse. sinto que sou um fardo para minha família e amigos. meu estômago está revirado só de pensar na próxima apresentação. sinto que o tempo está correndo e eu estou ficando para trás. lavei as roupas hoje, a pilha estava gigante. tenho tido ataques de pânico leves no meio da noite."
1127,"O trânsito estava horrível, cheguei atrasado na primeira aula. minhas notas vieram boas, o esforço valeu a pena!."
1128,"Tirei uma nota alta na prova difícil, estou aliviado. meu estômago está revirado só de pensar na próxima apresentação. comi uma coisa nova no ru, estava razoável. minha cabeça não desliga, repasso tudo mil vezes antes de dormir."
1129,"Durmo mal e acordo com a sensação de não ter descansado. não vejo sentido em continuar tentando. choveu o dia todo, não consegui sair para a rua. estou exausto. o corpo dói e a mente está lenta. minhas notas vieram boas, o esforço valeu a pena!."
1130,"Minhas notas vieram boas, o esforço valeu a pena!. consegui ter um bom tempo de descanso hoje. meu estômago está revirado só de pensar na próxima apresentação. não estou sentindo aquela pressão de antes. lavei as roupas hoje, a pilha estava gigante. minha cabeça não desliga, repasso tudo mil vezes antes de dormir."
1131,"Choveu o dia todo, não consegui sair para a rua. estou com medo de ser reprovado em duas matérias."
1132,"O tcc está travado, não consigo escrever uma linha coerente. o trânsito estava horrível, cheguei atrasado na primeira aula. a solidão bateu forte hoje, mesmo estando rodeado de gente."
1133,"Tenho acumulado muitas faltas, a recuperação será difícil. lavei as roupas hoje, a pilha estava gigante."
1134,"Sinto que sou um fardo para minha família e amigos. comi uma coisa nova no ru, estava razoável. estou animado com o novo tópico da matéria. é um esforço enorme levantar da cama."
1135,"É um esforço enorme levantar da cama. estou com medo de ser reprovado em duas matérias. não sinto mais prazer nas coisas que gostava. lavei as roupas hoje, a pilha estava gigante."
1136,"O esforço valeu a pena, senti-me competente. minhas notas vieram boas, o esforço valeu a pena!. lavei as roupas hoje, a pilha estava gigante. não estou sentindo aquela pressão de antes."
1137,"Não consigo parar de pensar no prazo final. me senti produtivo e o trabalho fluiu bem. estou exausto. o corpo dói e a mente está lenta. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. comi uma coisa nova no ru, estava razoável. as coisas parecem sob controle. estou animado com o novo tópico da matéria. estou sempre preocupado com o que pode dar errado."
1138,"Estou animado com o novo tópico da matéria. lavei as roupas hoje, a pilha estava gigante. consegui ter um bom tempo de descanso hoje. não estou sentindo aquela pressão de antes."
1139,"O trânsito estava horrível, cheguei atrasado na primeira aula. minha cabeça não desliga, repasso tudo mil vezes antes de dormir. estou com medo de ser reprovado em duas matérias. não sinto mais prazer nas coisas que gostava. não consigo parar de pensar no prazo final."
1140,"O trânsito estava horrível, cheguei atrasado na primeira aula. a solidão bateu forte hoje, mesmo estando rodeado de gente. o tcc está travado, não consigo escrever uma linha coerente."
1141,"Fui mal na prova e isso só piora meu humor. tenho tido ataques de pânico leves no meio da noite. sinto que o tempo está correndo e eu estou ficando para trás. lavei as roupas hoje, a pilha estava gigante. não consigo parar de pensar no prazo final."
1142,"Consegui ter um bom tempo de descanso hoje. consegui avançar muito no projeto de pesquisa. não estou sentindo aquela pressão de antes. o trânsito estava horrível, cheguei atrasado na primeira aula."
1143,"Choveu o dia todo, não consegui sair para a rua. é um esforço enorme levantar da cama. tenho tido ataques de pânico leves no meio da noite. estou com medo de ser reprovado em duas matérias."
1144,"Sinto que o tempo está correndo e eu estou ficando para trás. fui mal na prova e isso só piora meu humor. estou exausto. o corpo dói e a mente está lenta. tenho tido ataques de pânico leves no meio da noite. o trânsito estava horrível, cheguei atrasado na primeira aula."
1145,"Estou com medo de ser reprovado em duas matérias. é um esforço enorme levantar da cama. não vejo sentido em continuar tentando. choveu o dia todo, não consegui sair para a rua."
